Jurisdiction,Week,All,Natural,Septicemia,Malignant,Diabetes,Alzheimer,Influenza,Chronic Illnesses,Other Diseases,Nephritis,"Symptoms, Signs, and Abnormal Clinical and Laboratory Findings",Heart Diseases,Cerebrovascular,COVID-19 (Multiple Cause of Death),COVID-19 (Underlying Cause of Death)
New Jersey,2/8/2020,1495,1382,30,300,36,48,26,58,43,41,21,371,80,0,0
New Mexico,2/8/2020,377,315,NA,77,16,NA,NA,25,NA,NA,NA,68,15,0,0
New York,2/8/2020,2058,1930,28,412,52,49,61,108,53,37,32,549,77,NA,NA
New York City,2/8/2020,1173,1086,16,228,42,21,60,45,14,18,NA,367,52,0,0
North Carolina,2/8/2020,2053,1848,32,416,65,106,54,119,39,49,12,413,118,0,0
North Dakota,2/8/2020,138,126,NA,21,NA,NA,NA,NA,NA,NA,0,26,NA,0,0
Ohio,2/8/2020,2533,2317,42,462,85,111,54,163,32,45,40,618,142,0,0
Oklahoma,2/8/2020,816,730,NA,168,19,27,14,43,10,10,NA,240,33,0,0
Oregon,2/8/2020,727,672,NA,157,26,35,12,59,NA,NA,NA,145,43,0,0
Pennsylvania,2/8/2020,2787,2550,46,514,78,76,64,144,63,66,46,694,119,0,0
Rhode Island,2/8/2020,244,221,NA,49,12,12,NA,12,NA,NA,NA,56,13,0,0
South Carolina,2/8/2020,1096,995,20,199,42,45,29,69,25,17,NA,243,44,0,0
South Dakota,2/8/2020,150,143,NA,41,NA,NA,NA,10,NA,NA,0,25,19,0,0
Tennessee,2/8/2020,1612,1460,17,326,44,73,42,118,18,31,21,339,78,0,0
Texas,2/8/2020,4322,3968,84,859,159,217,98,221,68,76,27,1017,202,0,0
Utah,2/8/2020,395,357,NA,77,11,23,13,26,12,NA,NA,81,21,0,0
Vermont,2/8/2020,112,102,0,29,NA,NA,NA,NA,NA,NA,0,24,NA,0,0
Virginia,2/8/2020,1524,1421,15,336,61,65,24,72,37,41,14,332,80,0,0
Washington,2/8/2020,1180,1074,NA,230,42,62,26,70,14,NA,11,245,78,0,0
West Virginia,2/8/2020,482,432,NA,97,24,19,14,29,NA,11,NA,116,14,0,0
Wisconsin,2/8/2020,1056,955,NA,211,27,47,18,63,14,21,NA,231,54,0,0
Wyoming,2/8/2020,97,90,0,20,NA,NA,NA,NA,NA,0,NA,22,NA,0,0
Puerto Rico,2/8/2020,606,566,13,108,62,40,25,19,13,21,NA,105,28,0,0
United States,2/15/2020,58815,53969,792,11807,1848,2537,1515,3477,979,1070,613,13641,3089,6,2
Alabama,2/15/2020,1095,1020,17,193,24,50,35,74,23,18,25,255,81,0,0
Alaska,2/15/2020,89,74,NA,20,NA,NA,0,NA,NA,NA,0,19,NA,0,0
Arizona,2/15/2020,1314,1191,NA,248,53,66,33,88,18,10,19,297,71,0,0
Arkansas,2/15/2020,688,639,NA,121,26,33,20,56,12,11,NA,179,28,0,0
California,2/15/2020,5588,5157,33,1177,214,375,190,296,43,101,19,1343,318,0,0
Colorado,2/15/2020,807,704,11,168,15,47,14,52,18,10,NA,133,41,0,0
Connecticut,2/15/2020,635,587,15,120,15,23,18,32,10,11,10,151,32,0,0
Delaware,2/15/2020,202,183,NA,56,NA,NA,NA,10,NA,NA,0,46,10,0,0
District of Columbia,2/15/2020,122,104,NA,18,NA,NA,NA,NA,0,NA,0,30,NA,0,0
Florida,2/15/2020,4358,3952,53,884,132,122,87,285,65,77,53,1020,297,0,0
Georgia,2/15/2020,1762,1601,39,322,50,85,34,99,46,48,22,415,89,NA,NA
Hawaii,2/15/2020,281,257,NA,54,13,NA,12,10,NA,NA,NA,58,14,0,0
Idaho,2/15/2020,279,251,NA,48,NA,11,NA,16,NA,NA,NA,63,16,0,0
Illinois,2/15/2020,2216,2054,32,451,59,88,61,117,32,60,19,525,130,0,0
Indiana,2/15/2020,1429,1325,21,275,40,62,25,112,26,29,11,324,64,0,0
Iowa,2/15/2020,600,543,NA,125,19,25,17,26,NA,NA,11,141,31,0,0
Kansas,2/15/2020,575,525,NA,123,10,NA,19,41,15,13,NA,133,27,0,0
Kentucky,2/15/2020,955,864,23,201,35,26,17,65,17,22,12,198,34,0,0
Louisiana,2/15/2020,951,866,16,180,33,46,21,56,26,19,14,226,50,0,0
Maine,2/15/2020,329,288,NA,80,10,10,NA,17,NA,NA,NA,63,11,0,0
Maryland,2/15/2020,1019,922,18,216,34,17,25,47,13,20,NA,246,51,0,0
Massachusetts,2/15/2020,1251,1152,10,295,35,33,42,62,30,23,17,214,50,0,0
Michigan,2/15/2020,2014,1866,30,425,65,92,55,110,33,46,12,531,111,NA,NA
Minnesota,2/15/2020,941,870,14,206,30,47,17,40,18,12,24,178,44,0,0
Mississippi,2/15/2020,648,593,NA,120,24,35,22,40,NA,17,NA,168,41,NA,0
Missouri,2/15/2020,1348,1232,25,273,36,53,28,96,32,31,NA,291,75,0,0
Montana,2/15/2020,198,181,NA,38,NA,NA,NA,12,NA,NA,NA,48,NA,0,0
Nebraska,2/15/2020,327,307,0,75,NA,14,NA,27,NA,NA,NA,68,14,0,0
Nevada,2/15/2020,530,484,NA,76,22,18,15,43,NA,NA,NA,151,36,0,0
New Hampshire,2/15/2020,236,216,NA,52,NA,NA,NA,20,NA,NA,NA,53,NA,0,0
New Jersey,2/15/2020,1488,1382,50,320,39,46,28,69,38,36,21,358,73,0,0
New Mexico,2/15/2020,382,337,NA,75,19,11,16,20,10,NA,NA,72,15,0,0
New York,2/15/2020,1990,1840,16,389,57,50,61,99,43,47,32,537,71,NA,0
New York City,2/15/2020,1130,1063,NA,252,42,22,46,32,10,NA,NA,374,42,0,0
North Carolina,2/15/2020,2060,1883,34,399,54,89,76,129,33,53,10,384,127,0,0
North Dakota,2/15/2020,148,133,NA,17,NA,15,NA,NA,NA,NA,NA,40,NA,0,0
Ohio,2/15/2020,2495,2308,43,459,82,98,66,173,47,40,37,614,144,0,0
Oklahoma,2/15/2020,806,730,12,136,27,32,16,63,NA,NA,NA,219,46,0,0
Oregon,2/15/2020,783,732,NA,165,23,56,15,43,NA,NA,11,158,41,0,0
Pennsylvania,2/15/2020,2811,2600,48,568,76,99,70,149,59,65,41,674,136,0,0
Rhode Island,2/15/2020,183,165,0,27,NA,13,NA,16,NA,NA,NA,37,NA,0,0
South Carolina,2/15/2020,1003,906,23,196,27,50,27,58,17,15,17,208,40,0,0
South Dakota,2/15/2020,178,165,NA,38,NA,12,NA,13,NA,NA,0,36,NA,0,0
Tennessee,2/15/2020,1454,1326,18,274,44,66,38,106,28,20,22,327,69,0,0
Texas,2/15/2020,4343,4004,64,889,144,229,97,246,60,74,45,991,242,0,0
Utah,2/15/2020,414,375,NA,69,14,26,NA,26,NA,NA,NA,100,19,0,0
Vermont,2/15/2020,126,116,0,28,NA,NA,NA,NA,NA,0,0,29,NA,0,0
Virginia,2/15/2020,1377,1289,17,284,39,62,23,89,34,27,11,291,79,0,0
Washington,2/15/2020,1179,1079,NA,245,41,80,32,62,20,NA,13,235,63,0,0
West Virginia,2/15/2020,478,442,NA,103,28,20,18,37,NA,NA,NA,101,10,0,0
Wisconsin,2/15/2020,1125,1017,13,215,37,39,19,64,18,19,NA,272,48,0,0
Wyoming,2/15/2020,75,69,NA,19,NA,0,0,NA,NA,0,NA,17,NA,0,0
Puerto Rico,2/15/2020,621,581,17,107,61,52,20,27,10,13,NA,107,21,0,0
United States,2/22/2020,58912,53987,779,11780,1880,2515,1462,3454,968,1059,608,13632,3083,6,6
Alabama,2/22/2020,1098,1018,17,222,29,47,25,65,12,12,15,285,74,0,0
Alaska,2/22/2020,83,64,NA,16,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0
Arizona,2/22/2020,1342,1184,NA,261,37,60,31,83,16,17,20,289,65,0,0
Arkansas,2/22/2020,697,650,14,134,27,53,20,49,10,15,NA,166,33,0,0
California,2/22/2020,5797,5360,38,1109,223,375,189,316,73,101,21,1352,345,NA,NA
Colorado,2/22/2020,881,759,NA,179,28,39,10,49,10,18,NA,160,56,0,0
Connecticut,2/22/2020,653,598,14,140,18,12,21,19,16,10,NA,163,25,0,0
Delaware,2/22/2020,194,170,0,44,NA,NA,NA,NA,NA,NA,NA,42,15,0,0
District of Columbia,2/22/2020,104,89,NA,20,NA,NA,NA,0,NA,0,NA,23,NA,0,0
Florida,2/22/2020,4416,3975,65,924,136,126,80,253,61,68,63,956,327,0,0
Georgia,2/22/2020,1749,1603,37,335,49,90,50,107,41,37,22,398,86,0,0
Hawaii,2/22/2020,250,230,NA,43,NA,NA,NA,11,NA,NA,NA,72,17,0,0
Idaho,2/22/2020,318,290,NA,64,12,12,NA,20,NA,NA,NA,69,13,0,0
Illinois,2/22/2020,2207,2052,36,460,65,82,63,118,40,55,15,504,117,0,0
Indiana,2/22/2020,1412,1301,24,293,37,56,26,99,22,31,NA,306,72,0,0
Iowa,2/22/2020,643,587,11,113,24,24,14,35,13,10,NA,157,24,0,0
Kansas,2/22/2020,559,524,NA,113,18,25,20,32,11,NA,NA,110,35,0,0
Kentucky,2/22/2020,992,917,14,217,35,42,23,75,18,18,22,227,30,0,0
Louisiana,2/22/2020,950,864,18,166,32,42,21,50,32,22,17,256,47,NA,NA
Maine,2/22/2020,299,276,NA,64,NA,NA,NA,31,NA,NA,NA,73,16,0,0
Maryland,2/22/2020,973,876,12,191,37,21,24,50,15,16,NA,214,51,0,0
Massachusetts,2/22/2020,1166,1083,23,242,25,30,42,67,19,21,16,205,54,NA,NA
Michigan,2/22/2020,2056,1896,25,404,66,84,61,129,28,41,10,542,127,0,0
Minnesota,2/22/2020,913,833,12,188,31,54,22,50,10,17,22,153,47,0,0
Mississippi,2/22/2020,625,572,NA,111,21,30,20,52,12,12,NA,175,34,0,0
Missouri,2/22/2020,1361,1243,21,255,33,65,44,84,42,41,NA,338,56,0,0
Montana,2/22/2020,217,207,NA,49,NA,11,NA,13,NA,NA,NA,54,NA,0,0
Nebraska,2/22/2020,318,294,NA,67,15,NA,NA,21,NA,NA,NA,69,14,0,0
Nevada,2/22/2020,546,503,NA,113,22,14,NA,50,NA,NA,NA,135,25,0,0
New Hampshire,2/22/2020,277,254,NA,50,NA,NA,NA,20,NA,11,NA,62,10,0,0
New Jersey,2/22/2020,1494,1387,45,300,35,52,31,71,59,22,19,381,64,0,0
New Mexico,2/22/2020,391,338,NA,67,13,11,NA,25,NA,NA,0,87,20,0,0
New York,2/22/2020,2033,1925,23,432,58,58,71,128,42,40,30,475,83,NA,NA
New York City,2/22/2020,1096,1025,11,250,31,23,35,39,11,14,12,347,42,0,0
North Carolina,2/22/2020,1925,1780,33,404,64,92,68,116,25,41,17,381,118,NA,NA
North Dakota,2/22/2020,176,166,NA,38,NA,12,NA,11,NA,NA,NA,40,10,0,0
Ohio,2/22/2020,2527,2315,39,489,79,107,58,141,41,47,28,610,134,0,0
Oklahoma,2/22/2020,818,750,NA,154,28,38,19,71,NA,12,NA,232,33,0,0
Oregon,2/22/2020,733,674,NA,162,24,29,13,46,12,13,NA,150,33,0,0
Pennsylvania,2/22/2020,2704,2519,39,566,77,68,53,145,43,60,54,687,130,0,0
Rhode Island,2/22/2020,206,193,0,48,NA,NA,NA,11,0,NA,NA,36,11,0,0
South Carolina,2/22/2020,1035,946,17,199,32,57,13,74,20,20,11,219,52,0,0
South Dakota,2/22/2020,177,158,NA,35,12,15,NA,12,NA,NA,NA,36,13,0,0
Tennessee,2/22/2020,1516,1360,24,288,52,58,30,96,29,22,17,347,63,0,0
Texas,2/22/2020,4221,3849,57,822,140,212,98,247,59,81,28,986,206,0,0
Utah,2/22/2020,368,332,NA,64,20,19,NA,10,NA,NA,NA,85,17,0,0
Vermont,2/22/2020,107,100,0,23,NA,NA,NA,NA,NA,0,0,30,NA,0,0
Virginia,2/22/2020,1444,1316,21,277,56,51,29,80,29,32,13,322,72,0,0
Washington,2/22/2020,1115,1021,11,250,27,87,19,55,11,NA,NA,228,60,0,0
West Virginia,2/22/2020,467,422,NA,71,21,21,14,36,NA,10,13,109,23,0,0
Wisconsin,2/22/2020,1162,1050,11,236,35,60,21,63,14,14,NA,259,56,0,0
Wyoming,2/22/2020,101,89,0,18,NA,NA,NA,NA,NA,0,0,23,NA,0,0
Puerto Rico,2/22/2020,613,566,13,113,66,41,15,23,NA,21,NA,106,18,0,0
United States,2/29/2020,59343,54321,814,11790,1831,2519,1508,3460,1011,1092,676,13718,3126,9,9
Alabama,2/29/2020,1164,1093,20,212,28,62,30,88,20,21,25,294,60,NA,NA
Alaska,2/29/2020,84,76,NA,18,NA,0,NA,NA,NA,NA,NA,14,NA,0,0
Arizona,2/29/2020,1353,1197,NA,256,53,64,33,84,27,14,26,273,71,0,0
Arkansas,2/29/2020,656,618,15,139,33,29,NA,45,12,22,0,167,32,0,0
California,2/29/2020,5680,5217,31,1179,190,329,178,315,70,91,15,1315,327,0,0
Colorado,2/29/2020,842,742,NA,163,18,39,19,67,NA,NA,NA,163,41,0,0
Connecticut,2/29/2020,638,579,13,113,18,20,27,33,NA,11,NA,155,28,0,0
Delaware,2/29/2020,164,147,NA,28,NA,NA,NA,14,NA,NA,0,35,11,0,0
District of Columbia,2/29/2020,135,116,NA,25,NA,NA,0,NA,NA,NA,0,26,10,0,0
Florida,2/29/2020,4399,3990,49,883,121,127,80,263,60,73,66,1046,296,0,0
Georgia,2/29/2020,1860,1708,37,387,64,80,29,100,57,43,23,401,94,0,0
Hawaii,2/29/2020,238,217,NA,48,NA,NA,NA,NA,NA,NA,NA,63,11,0,0
Idaho,2/29/2020,290,269,NA,67,NA,15,NA,20,NA,NA,NA,58,15,0,0
Illinois,2/29/2020,2209,2022,34,460,56,86,62,110,36,49,26,538,115,0,0
Indiana,2/29/2020,1449,1325,30,272,48,60,39,107,23,37,NA,319,74,0,0
Iowa,2/29/2020,642,600,NA,122,24,20,15,28,18,NA,NA,169,35,0,0
Kansas,2/29/2020,548,503,NA,100,24,25,23,38,11,12,11,102,20,0,0
Kentucky,2/29/2020,1022,928,17,210,32,30,24,74,20,23,13,233,43,0,0
Louisiana,2/29/2020,993,914,23,186,42,47,27,55,28,11,19,260,44,NA,NA
Maine,2/29/2020,292,270,NA,65,NA,10,NA,26,NA,NA,NA,46,23,0,0
Maryland,2/29/2020,1082,960,14,222,30,26,27,51,12,14,NA,233,71,0,0
Massachusetts,2/29/2020,1278,1190,24,260,21,42,45,71,26,23,28,279,48,0,0
Michigan,2/29/2020,1973,1806,28,383,54,100,50,125,16,38,13,522,116,NA,NA
Minnesota,2/29/2020,933,859,12,182,21,61,24,46,16,12,21,181,48,0,0
Mississippi,2/29/2020,665,617,NA,132,20,39,25,48,13,17,NA,164,36,0,0
Missouri,2/29/2020,1370,1250,24,237,31,60,44,72,40,39,NA,327,72,0,0
Montana,2/29/2020,236,217,NA,40,NA,NA,NA,21,NA,NA,NA,58,15,0,0
Nebraska,2/29/2020,341,321,NA,78,10,11,NA,15,NA,10,NA,65,13,0,0
Nevada,2/29/2020,544,500,NA,99,21,19,11,44,NA,NA,NA,141,34,0,0
New Hampshire,2/29/2020,228,215,NA,51,NA,10,NA,20,NA,0,NA,47,NA,0,0
New Jersey,2/29/2020,1571,1466,46,311,43,56,36,62,48,29,27,378,85,0,0
New Mexico,2/29/2020,396,355,NA,61,NA,17,NA,31,NA,11,NA,103,19,0,0
New York,2/29/2020,2161,2019,29,444,50,57,66,107,45,43,34,576,62,0,0
New York City,2/29/2020,1110,1027,10,227,34,22,35,48,14,12,11,339,54,0,0
North Carolina,2/29/2020,1972,1803,38,399,60,95,64,118,37,39,16,389,107,0,0
North Dakota,2/29/2020,152,139,NA,29,NA,NA,NA,NA,NA,NA,NA,30,NA,0,0
Ohio,2/29/2020,2461,2260,45,478,68,111,57,145,48,37,37,575,143,0,0
Oklahoma,2/29/2020,829,768,NA,159,30,47,22,67,10,NA,NA,221,33,0,0
Oregon,2/29/2020,735,666,NA,146,21,46,12,39,12,NA,15,150,39,0,0
Pennsylvania,2/29/2020,2774,2542,50,564,78,86,82,129,42,64,59,637,149,0,0
Rhode Island,2/29/2020,235,218,NA,43,NA,NA,NA,NA,NA,NA,NA,67,13,0,0
South Carolina,2/29/2020,1044,953,22,198,38,44,20,76,15,22,NA,222,43,0,0
South Dakota,2/29/2020,163,149,NA,32,NA,NA,NA,12,NA,NA,NA,33,12,0,0
Tennessee,2/29/2020,1504,1367,17,282,56,70,42,97,23,20,14,365,80,0,0
Texas,2/29/2020,4146,3802,51,849,146,188,82,258,68,97,40,947,228,NA,NA
Utah,2/29/2020,417,373,NA,53,15,22,11,19,NA,NA,NA,100,23,0,0
Vermont,2/29/2020,146,131,0,31,NA,NA,NA,NA,NA,0,0,37,NA,0,0
Virginia,2/29/2020,1388,1279,15,286,47,55,30,74,24,33,22,286,70,0,0
Washington,2/29/2020,1135,1046,15,240,39,73,23,62,15,14,10,214,65,NA,NA
West Virginia,2/29/2020,460,409,NA,93,28,15,10,32,NA,15,10,96,18,0,0
Wisconsin,2/29/2020,1136,991,12,226,37,49,26,59,16,10,NA,239,56,0,0
Wyoming,2/29/2020,100,92,NA,22,NA,NA,NA,13,NA,NA,0,20,NA,0,0
Puerto Rico,2/29/2020,624,589,17,112,60,52,21,15,NA,24,NA,108,33,0,0
United States,3/7/2020,59694,54386,811,11712,1867,2511,1608,3470,1002,1071,654,13684,3097,38,34
Alabama,3/7/2020,1057,953,18,144,25,65,34,60,24,23,22,265,57,0,0
Alaska,3/7/2020,79,68,NA,20,0,NA,NA,NA,NA,NA,0,15,NA,0,0
Arizona,3/7/2020,1380,1235,12,256,44,67,29,79,30,16,23,312,73,0,0
Arkansas,3/7/2020,697,631,11,134,19,45,24,64,10,14,NA,148,25,0,0
California,3/7/2020,5736,5291,33,1173,215,351,197,298,70,91,19,1313,352,NA,NA
Colorado,3/7/2020,821,718,NA,150,21,33,16,57,12,NA,NA,155,44,0,0
Connecticut,3/7/2020,625,565,NA,108,20,13,NA,37,15,15,NA,140,25,0,0
Delaware,3/7/2020,200,190,NA,37,NA,11,NA,12,NA,10,NA,44,13,0,0
District of Columbia,3/7/2020,118,102,NA,23,NA,0,NA,NA,NA,NA,0,22,NA,0,0
Florida,3/7/2020,4520,4104,45,925,148,131,91,285,42,65,75,1007,310,NA,NA
Georgia,3/7/2020,1755,1594,43,325,43,82,37,80,35,37,26,432,97,NA,NA
Hawaii,3/7/2020,239,217,NA,49,NA,12,NA,NA,NA,NA,NA,63,16,0,0
Idaho,3/7/2020,278,258,0,66,10,NA,NA,14,NA,NA,NA,61,10,0,0
Illinois,3/7/2020,2254,2081,40,466,67,73,93,134,27,53,18,524,120,0,0
Indiana,3/7/2020,1372,1256,19,259,43,72,33,97,24,32,15,319,73,0,0
Iowa,3/7/2020,624,573,11,114,20,27,23,50,10,NA,NA,140,23,0,0
Kansas,3/7/2020,575,521,NA,84,18,20,29,30,12,NA,NA,123,29,0,0
Kentucky,3/7/2020,1006,917,13,179,24,34,17,71,26,18,17,250,36,0,0
Louisiana,3/7/2020,964,867,23,168,26,47,20,53,24,23,20,243,51,NA,NA
Maine,3/7/2020,313,287,NA,64,13,10,NA,21,NA,NA,NA,63,22,0,0
Maryland,3/7/2020,1049,929,20,217,22,20,28,51,12,24,NA,224,58,0,0
Massachusetts,3/7/2020,1216,1114,20,254,39,37,40,67,21,29,13,221,40,NA,NA
Michigan,3/7/2020,1988,1821,27,397,53,77,53,135,30,47,NA,499,106,0,0
Minnesota,3/7/2020,944,862,NA,187,29,44,29,46,14,19,29,162,45,0,0
Mississippi,3/7/2020,663,602,NA,131,28,28,23,49,13,11,NA,166,26,0,0
Missouri,3/7/2020,1394,1258,23,272,40,53,41,109,45,27,12,325,64,0,0
Montana,3/7/2020,221,198,NA,43,NA,NA,NA,17,NA,NA,NA,44,NA,0,0
Nebraska,3/7/2020,355,329,NA,74,NA,21,10,31,NA,NA,NA,71,13,0,0
Nevada,3/7/2020,535,489,NA,114,22,23,NA,37,NA,NA,NA,124,30,0,0
New Hampshire,3/7/2020,266,231,NA,45,NA,12,NA,18,NA,NA,NA,55,NA,0,0
New Jersey,3/7/2020,1509,1395,43,307,42,40,38,60,43,29,18,379,74,0,0
New Mexico,3/7/2020,400,358,NA,61,19,14,11,21,NA,13,NA,94,23,0,0
New York,3/7/2020,2072,1910,36,380,60,58,71,106,36,40,29,515,91,0,0
New York City,3/7/2020,1113,1045,12,244,43,13,43,28,NA,NA,11,355,40,0,0
North Carolina,3/7/2020,2032,1826,34,397,58,102,51,117,30,42,12,409,113,NA,NA
North Dakota,3/7/2020,171,159,NA,30,NA,NA,NA,15,NA,0,NA,41,NA,0,0
Ohio,3/7/2020,2509,2268,34,496,73,125,51,137,52,43,30,590,123,0,0
Oklahoma,3/7/2020,799,727,NA,147,28,40,25,54,NA,12,NA,245,35,NA,NA
Oregon,3/7/2020,788,716,NA,158,22,37,15,39,12,NA,12,148,49,0,0
Pennsylvania,3/7/2020,2786,2549,47,567,95,89,76,160,57,58,55,645,129,0,0
Rhode Island,3/7/2020,251,227,NA,52,NA,15,NA,12,0,0,0,61,NA,0,0
South Carolina,3/7/2020,1133,1017,11,217,37,61,25,62,27,19,13,240,68,0,0
South Dakota,3/7/2020,194,182,NA,50,NA,13,NA,17,NA,0,0,41,NA,0,0
Tennessee,3/7/2020,1611,1418,16,315,49,62,46,110,33,21,18,374,70,0,0
Texas,3/7/2020,4173,3866,68,835,121,203,93,226,65,92,35,951,245,NA,0
Utah,3/7/2020,427,394,NA,79,17,23,NA,23,NA,NA,NA,86,22,0,0
Vermont,3/7/2020,115,108,NA,28,NA,NA,NA,NA,NA,0,NA,31,NA,0,0
Virginia,3/7/2020,1480,1364,17,291,48,59,29,83,30,38,15,324,91,0,0
Washington,3/7/2020,1208,1094,10,238,43,60,30,67,15,12,10,261,63,21,19
West Virginia,3/7/2020,483,431,NA,101,24,13,16,38,NA,10,11,101,13,0,0
Wisconsin,3/7/2020,1116,1002,NA,222,44,47,31,63,15,13,NA,253,43,0,0
Wyoming,3/7/2020,80,69,0,19,NA,NA,NA,NA,NA,NA,0,10,NA,0,0
Puerto Rico,3/7/2020,619,569,16,99,64,48,27,17,NA,12,NA,120,29,0,0
United States,3/14/2020,58672,53529,756,11568,1743,2445,1641,3390,993,1078,642,13437,3165,60,55
Alabama,3/14/2020,1091,1013,16,199,31,65,30,75,28,27,20,265,69,0,0
Alaska,3/14/2020,92,80,NA,20,NA,0,NA,NA,NA,0,NA,22,NA,0,0
Arizona,3/14/2020,1349,1200,NA,255,46,64,32,102,27,17,22,295,72,NA,0
Arkansas,3/14/2020,628,572,13,116,24,28,13,46,NA,13,NA,149,41,0,0
California,3/14/2020,5465,5032,30,1132,192,350,173,290,60,85,21,1299,344,NA,NA
Colorado,3/14/2020,822,715,10,162,19,39,15,54,NA,13,NA,151,43,NA,NA
Connecticut,3/14/2020,632,581,13,128,16,17,15,27,15,11,13,131,37,0,0
Delaware,3/14/2020,189,173,0,48,NA,14,NA,NA,NA,NA,0,47,NA,0,0
District of Columbia,3/14/2020,114,101,0,32,NA,NA,NA,NA,NA,NA,0,20,NA,0,0
Florida,3/14/2020,4435,4003,49,926,125,127,85,273,65,80,66,980,331,NA,NA
Georgia,3/14/2020,1784,1632,29,325,52,88,39,103,45,27,43,393,90,NA,NA
Hawaii,3/14/2020,243,229,NA,52,NA,18,NA,NA,NA,NA,NA,57,10,0,0
Idaho,3/14/2020,282,254,0,52,NA,16,NA,22,NA,NA,NA,64,13,0,0
Illinois,3/14/2020,2191,2020,34,455,54,75,87,99,38,61,22,530,127,NA,NA
Indiana,3/14/2020,1407,1302,22,307,36,49,43,110,23,37,NA,301,65,0,0
Iowa,3/14/2020,636,585,NA,136,13,27,26,40,NA,NA,NA,156,22,0,0
Kansas,3/14/2020,522,484,NA,84,21,12,22,40,NA,NA,NA,113,31,NA,NA
Kentucky,3/14/2020,1021,924,13,198,23,34,29,66,16,14,13,230,55,0,0
Louisiana,3/14/2020,994,885,24,159,39,39,21,53,20,27,14,231,53,0,0
Maine,3/14/2020,301,275,0,69,NA,NA,17,22,NA,NA,0,56,18,0,0
Maryland,3/14/2020,1005,907,25,187,32,20,33,43,NA,12,NA,240,62,0,0
Massachusetts,3/14/2020,1311,1218,14,285,23,42,44,57,27,35,15,256,54,0,0
Michigan,3/14/2020,1955,1799,24,360,57,81,60,133,27,45,NA,502,98,NA,0
Minnesota,3/14/2020,882,794,NA,167,29,42,21,53,19,12,29,157,44,0,0
Mississippi,3/14/2020,623,571,NA,123,17,31,26,40,10,17,NA,150,24,0,0
Missouri,3/14/2020,1301,1174,16,234,37,40,45,94,33,31,11,320,63,0,0
Montana,3/14/2020,218,199,NA,42,NA,NA,NA,15,NA,NA,NA,48,NA,0,0
Nebraska,3/14/2020,343,319,NA,69,NA,14,NA,17,NA,NA,NA,76,15,0,0
Nevada,3/14/2020,515,475,NA,82,27,15,19,43,NA,NA,NA,146,32,0,0
New Hampshire,3/14/2020,240,218,NA,54,NA,NA,11,NA,NA,NA,NA,57,NA,0,0
New Jersey,3/14/2020,1477,1365,38,280,40,45,34,53,38,27,34,389,75,NA,NA
New Mexico,3/14/2020,342,296,NA,54,14,13,NA,19,NA,NA,NA,79,12,0,0
New York,3/14/2020,1981,1848,15,396,44,52,66,117,43,37,22,475,77,NA,NA
New York City,3/14/2020,1136,1059,14,230,36,22,47,32,NA,14,17,384,42,NA,NA
North Carolina,3/14/2020,2025,1848,34,417,65,93,44,115,35,40,17,423,109,NA,NA
North Dakota,3/14/2020,148,136,NA,31,NA,NA,NA,NA,NA,NA,NA,22,11,0,0
Ohio,3/14/2020,2555,2309,45,456,82,104,77,183,52,38,32,570,147,NA,NA
Oklahoma,3/14/2020,792,725,NA,152,27,34,21,62,NA,NA,NA,227,35,0,0
Oregon,3/14/2020,746,689,NA,149,34,44,19,35,18,13,NA,139,36,NA,NA
Pennsylvania,3/14/2020,2833,2588,49,601,70,76,97,148,43,67,56,634,136,0,0
Rhode Island,3/14/2020,196,180,NA,48,NA,NA,NA,17,NA,NA,NA,45,NA,0,0
South Carolina,3/14/2020,1103,1013,15,214,35,60,16,59,26,23,NA,223,62,0,0
South Dakota,3/14/2020,166,155,NA,35,10,11,NA,10,NA,NA,0,42,NA,NA,NA
Tennessee,3/14/2020,1601,1412,17,289,32,65,34,96,39,14,16,373,86,0,0
Texas,3/14/2020,4169,3786,67,778,142,224,89,216,59,97,27,947,231,0,0
Utah,3/14/2020,406,360,NA,77,NA,19,11,18,NA,NA,NA,79,21,0,0
Vermont,3/14/2020,140,134,NA,29,NA,NA,NA,11,NA,NA,0,37,NA,0,0
Virginia,3/14/2020,1435,1331,15,300,46,59,34,77,26,31,14,316,95,NA,NA
Washington,3/14/2020,1165,1058,12,220,38,71,29,65,25,NA,10,239,52,28,27
West Virginia,3/14/2020,475,423,NA,99,17,19,13,41,NA,NA,NA,99,17,0,0
Wisconsin,3/14/2020,1105,1002,10,240,30,42,40,60,12,14,NA,231,56,0,0
Wyoming,3/14/2020,85,78,NA,15,NA,NA,NA,NA,NA,0,NA,22,NA,0,0
Puerto Rico,3/14/2020,607,567,15,99,63,47,23,27,11,19,NA,104,16,0,0
United States,3/21/2020,59242,54317,840,11732,1831,2514,1740,3385,1021,1105,619,13212,3066,588,550
Alabama,3/21/2020,1059,986,17,227,25,46,26,67,24,22,16,263,72,NA,NA
Alaska,3/21/2020,69,55,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,0
Arizona,3/21/2020,1290,1157,NA,262,44,63,36,79,30,13,17,259,65,NA,NA
Arkansas,3/21/2020,640,593,NA,120,18,29,23,50,13,14,NA,148,30,0,0
California,3/21/2020,5681,5257,43,1232,214,346,200,284,79,97,20,1246,338,44,41
